Date : 2025-01-16 19:48:34
Directory : e:\Projects\P_Android_save\flutter project\aggar
Total : 144 files,  5759 codes, 425 comments, 627 blanks, all 6811 lines

Languages
+------------+------------+------------+------------+------------+------------+
| language   | files      | code       | comment    | blank      | total      |
| lib\features\onboarding\presentation\views                                                                                                                                                      |          4 |        239 |          6 |         13 |        258 |
| lib\features\onboarding\presentation\widgets                                                                                                                                                    |          2 |         76 |          0 |          7 |         83 |
| lib\features\profile                                                                                                                                                                            |          7 |        438 |          0 |         33 |        471 |
| lib\features\profile\data                                                                                                                                                                       |          2 |         26 |          0 |          4 |         30 |
| lib\features\profile\presentation                                                                                                                                                               |          5 |        412 |          0 |         29 |        441 |
| lib\features\profile\presentation\views                                                                                                                                                         |          2 |        259 |          0 |         17 |        276 |
| lib\features\profile\presentation\widgets                                                                                                                                                       |          3 |        153 |          0 |         12 |        165 |
| lib\features\settings                                                                                                                                                                           |          7 |        258 |          0 |         22 |        280 |
| lib\features\settings\presentation                                                                                                                                                              |          7 |        258 |          0 |         22 |        280 |
| lib\features\settings\presentation\views                                                                                                                                                        |          1 |         42 |          0 |          4 |         46 |
| lib\features\settings\presentation\widgets                                                                                                                                                      |          6 |        216 |          0 |         18 |        234 |
| lib\features\vehicles_details                                                                                                                                                                   |         32 |      1,250 |         14 |         98 |      1,362 |
| lib\features\vehicles_details\presentation                                                                                                                                                      |         32 |      1,250 |         14 |         98 |      1,362 |
| lib\features\vehicles_details\presentation\views                                                                                                                                                |         26 |        989 |          9 |         81 |      1,079 |
| lib\features\vehicles_details\presentation\views (Files)                                                                                                                                        |          1 |         79 |          1 |          3 |         83 |
| lib\features\vehicles_details\presentation\views\about_tab_bar                                                                                                                                  |          5 |        221 |          4 |         15 |        240 |
| lib\features\vehicles_details\presentation\views\about_tab_bar\views                                                                                                                            |          1 |         12 |          0 |          3 |         15 |
| lib\features\vehicles_details\presentation\views\about_tab_bar\widgets                                                                                                                          |          4 |        209 |          4 |         12 |        225 |
| lib\features\vehicles_details\presentation\views\properities_tab_bar                                                                                                                            |         10 |        385 |          3 |         30 |        418 |
| lib\features\vehicles_details\presentation\views\properities_tab_bar\views                                                                                                                      |          1 |         44 |          1 |          5 |         50 |
| lib\features\vehicles_details\presentation\views\properities_tab_bar\widgets                                                                                                                    |          9 |        341 |          2 |         25 |        368 |
| lib\features\vehicles_details\presentation\views\review_tab_bar                                                                                                                                 |         10 |        304 |          1 |         33 |        338 |
| lib\features\vehicles_details\presentation\views\review_tab_bar\views                                                                                                                           |          1 |         33 |          0 |          3 |         36 |
| lib\features\vehicles_details\presentation\views\review_tab_bar\widgets                                                                                                                         |          9 |        271 |          1 |         30 |        302 |
| lib\features\vehicles_details\presentation\widgets                                                                                                                                              |          6 |        261 |          5 |         17 |        283 |
| linux                                                                                                                                                                                           |          5 |        102 |         33 |         44 |        179 |
| linux (Files)                                                                                                                                                                                   |          3 |         94 |         24 |         33 |        151 |
| linux\flutter                                                                                                                                                                                   |          2 |          8 |          9 |         11 |         28 |
| macos                                                                                                                                                                                           |          6 |        446 |          5 |         16 |        467 |
| macos\Flutter                                                                                                                                                                                   |          1 |          8 |          3 |          4 |         15 |
| macos\Runner                                                                                                                                                                                    |          4 |        431 |          0 |          8 |        439 |
| macos\Runner (Files)                                                                                                                                                                            |          2 |         20 |          0 |          6 |         26 |
| macos\RunnerTests                                                                                                                                                                               |          1 |          7 |          2 |          4 |         13 |
| macos\Runner\Assets.xcassets                                                                                                                                                                    |          1 |         68 |          0 |          1 |         69 |
| macos\Runner\Assets.xcassets\AppIcon.appiconset                                                                                                                                                 |          1 |         68 |          0 |          1 |         69 |
| macos\Runner\Base.lproj                                                                                                                                                                         |          1 |        343 |          0 |          1 |        344 |
| test                                                                                                                                                                                            |          1 |         14 |         10 |          7 |         31 |
| web                                                                                                                                                                                             |          2 |         54 |         15 |          6 |         75 |
| windows                                                                                                                                                                                         |         10 |        436 |         94 |        143 |        673 |
| windows\flutter                                                                                                                                                                                 |          2 |          8 |          9 |         11 |         28 |
| windows\runner                                                                                                                                                                                  |          8 |        428 |         85 |        132 |        645 |
+-------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+------------+------------+------------+------------+------------+

Files
+-------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+------------+------------+------------+------------+------------+
| filename                                                                                                                                                                                        | language   | code       | comment    | blank      | total      |
+-------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+------------+------------+------------+------------+------------+
| e:\Projects\P_Android_save\flutter project\aggar\README.md                                                                                                                                      | Markdown   |         10 |          0 |          7 |         17 |
| e:\Projects\P_Android_save\flutter project\aggar\analysis_options.yaml                                                                                                                          | YAML       |          3 |         22 |          4 |         29 |
| e:\Projects\P_Android_save\flutter project\aggar\android\app\build.gradle                                                                                                                       | Groovy     |         32 |          6 |          7 |         45 |
| e:\Projects\P_Android_save\flutter project\aggar\android\app\src\debug\AndroidManifest.xml                                                                                                      | XML        |          3 |          4 |          1 |          8 |
| e:\Projects\P_Android_save\flutter project\aggar\android\app\src\main\AndroidManifest.xml                                                                                                       | XML        |         34 |         11 |          1 |         46 |
| e:\Projects\P_Android_save\flutter project\aggar\android\app\src\main\res\drawable-v21\launch_background.xml                                                                                    | XML        |          4 |          7 |          2 |         13 |
| e:\Projects\P_Android_save\flutter project\aggar\android\app\src\main\res\drawable\launch_background.xml                                                                                        | XML        |          4 |          7 |          2 |         13 |
| e:\Projects\P_Android_save\flutter project\aggar\android\app\src\main\res\values-night\styles.xml                                                                                               | XML        |          9 |          9 |          1 |         19 |
| e:\Projects\P_Android_save\flutter project\aggar\android\app\src\main\res\values\styles.xml                                                                                                     | XML        |          9 |          9 |          1 |         19 |
| e:\Projects\P_Android_save\flutter project\aggar\android\app\src\profile\AndroidManifest.xml                                                                                                    | XML        |          3 |          4 |          1 |          8 |
| e:\Projects\P_Android_save\flutter project\aggar\android\build.gradle                                                                                                                           | Groovy     |         16 |          0 |          3 |         19 |
| e:\Projects\P_Android_save\flutter project\aggar\android\gradle.properties                                                                                                                      | Properties |          4 |          0 |          0 |          4 |
| e:\Projects\P_Android_save\flutter project\aggar\android\gradle\wrapper\gradle-wrapper.properties                                                                                               | Properties |          5 |          0 |          1 |          6 |
| e:\Projects\P_Android_save\flutter project\aggar\android\settings.gradle                                                                                                                        | Groovy     |         21 |          0 |          5 |         26 |
| e:\Projects\P_Android_save\flutter project\aggar\devtools_options.yaml                                                                                                                          | YAML       |          3 |          0 |          1 |          4 |
| e:\Projects\P_Android_save\flutter project\aggar\ios\RunnerTests\RunnerTests.swift                                                                                                              | Swift      |          7 |          2 |          4 |         13 |
| e:\Projects\P_Android_save\flutter project\aggar\ios\Runner\AppDelegate.swift                                                                                                                   | Swift      |         12 |          0 |          2 |         14 |
| e:\Projects\P_Android_save\flutter project\aggar\ios\Runner\Assets.xcassets\AppIcon.appiconset\Contents.json                                                                                    | JSON       |        122 |          0 |          1 |        123 |
| e:\Projects\P_Android_save\flutter project\aggar\ios\Runner\Assets.xcassets\LaunchImage.imageset\Contents.json                                                                                  | JSON       |         23 |          0 |          1 |         24 |
| e:\Projects\P_Android_save\flutter project\aggar\ios\Runner\Assets.xcassets\LaunchImage.imageset\README.md                                                                                      | Markdown   |          3 |          0 |          2 |          5 |
| e:\Projects\P_Android_save\flutter project\aggar\ios\Runner\Base.lproj\LaunchScreen.storyboard                                                                                                  | XML        |         36 |          1 |          1 |         38 |
| e:\Projects\P_Android_save\flutter project\aggar\ios\Runner\Base.lproj\Main.storyboard                                                                                                          | XML        |         25 |          1 |          1 |         27 |
| e:\Projects\P_Android_save\flutter project\aggar\ios\Runner\Runner-Bridging-Header.h                                                                                                            | C++        |          1 |          0 |          1 |          2 |
| e:\Projects\P_Android_save\flutter project\aggar\lib\core\helper\get_font_size.dart                                                                                                             | Dart       |          9 |          0 |          3 |         12 |
| e:\Projects\P_Android_save\flutter project\aggar\lib\core\helper\scale_factor.dart                                                                                                              | Dart       |         12 |          0 |          3 |         15 |
| e:\Projects\P_Android_save\flutter project\aggar\lib\core\helper\size_config.dart                                                                                                               | Dart       |          4 |          0 |          1 |          5 |
| e:\Projects\P_Android_save\flutter project\aggar\lib\core\utils\app_assets.dart                                                                                                                 | Dart       |         55 |         92 |         46 |        193 |
| e:\Projects\P_Android_save\flutter project\aggar\lib\core\utils\app_colors.dart                                                                                                                 | Dart       |         26 |          0 |          2 |         28 |
| e:\Projects\P_Android_save\flutter project\aggar\lib\core\utils\app_constants.dart                                                                                                              | Dart       |          1 |          0 |          1 |          2 |
| e:\Projects\P_Android_save\flutter project\aggar\lib\core\utils\app_styles.dart                                                                                                                 | Dart       |         32 |          7 |          7 |         46 |
| e:\Projects\P_Android_save\flutter project\aggar\lib\core\widgets\comment_section.dart                                                                                                          | Dart       |         60 |          0 |          2 |         62 |
| e:\Projects\P_Android_save\flutter project\aggar\lib\core\widgets\custom_icon.dart                                                                                                              | Dart       |         39 |          0 |          2 |         41 |
| e:\Projects\P_Android_save\flutter project\aggar\lib\core\widgets\empty_custom.dart                                                                                                             | Dart       |          8 |          0 |          3 |         11 |
| e:\Projects\P_Android_save\flutter project\aggar\lib\core\widgets\horizontal_line.dart                                                                                                          | Dart       |         20 |          0 |          2 |         22 |
| e:\Projects\P_Android_save\flutter project\aggar\lib\features\authorization\presentation\views\page_view.dart                                                                                   | Dart       |         50 |          1 |          3 |         54 |
| e:\Projects\P_Android_save\flutter project\aggar\lib\features\authorization\presentation\views\pick_image.dart                                                                                  | Dart       |        113 |          9 |          5 |        127 |
| e:\Projects\P_Android_save\flutter project\aggar\lib\features\authorization\presentation\views\sign_in_view.dart                                                                                | Dart       |        155 |          1 |          3 |        159 |
| e:\Projects\P_Android_save\flutter project\aggar\lib\features\authorization\presentation\views\sign_up_view.dart                                                                                | Dart       |        104 |          1 |          3 |        108 |
| e:\Projects\P_Android_save\flutter project\aggar\lib\features\authorization\presentation\widget\card_type.dart                                                                                  | Dart       |         53 |          0 |          4 |         57 |
| e:\Projects\P_Android_save\flutter project\aggar\lib\features\authorization\presentation\widget\custom_elevated_button.dart                                                                     | Dart       |         47 |          0 |          4 |         51 |
| e:\Projects\P_Android_save\flutter project\aggar\lib\features\authorization\presentation\widget\custom_text_from_felid.dart                                                                     | Dart       |         93 |          4 |          3 |        100 |
| e:\Projects\P_Android_save\flutter project\aggar\lib\features\authorization\presentation\widget\divider_with_text.dart                                                                          | Dart       |         20 |          0 |          2 |         22 |
| e:\Projects\P_Android_save\flutter project\aggar\lib\features\authorization\presentation\widget\social_button.dart                                                                              | Dart       |         39 |          1 |          4 |         44 |
| e:\Projects\P_Android_save\flutter project\aggar\lib\features\authorization\presentation\widget\terms_check.dart                                                                                | Dart       |         57 |          0 |          5 |         62 |
| e:\Projects\P_Android_save\flutter project\aggar\lib\features\main_screen\presentation\views\main_screen.dart                                                                                   | Dart       |        257 |          0 |          5 |        262 |
| e:\Projects\P_Android_save\flutter project\aggar\lib\features\messages\model\dummy.dart                                                                                                         | Dart       |         46 |          0 |          2 |         48 |
| e:\Projects\P_Android_save\flutter project\aggar\lib\features\messages\views\messages_status\presentation\views\all_messages_view.dart                                                          | Dart       |          8 |          0 |          3 |         11 |
| e:\Projects\P_Android_save\flutter project\aggar\lib\features\messages\views\messages_status\presentation\views\messages_view.dart                                                              | Dart       |         45 |          0 |          3 |         48 |
| e:\Projects\P_Android_save\flutter project\aggar\lib\features\messages\views\messages_status\presentation\views\no_messages_view.dart                                                           | Dart       |         42 |          0 |          3 |         45 |
| e:\Projects\P_Android_save\flutter project\aggar\lib\features\messages\views\messages_status\presentation\views\request_messages_view.dart                                                      | Dart       |         33 |          0 |          4 |         37 |
| e:\Projects\P_Android_save\flutter project\aggar\lib\features\messages\views\messages_status\presentation\widgets\widgets\avatar_chat_view.dart                                                 | Dart       |         29 |          0 |          2 |         31 |
| e:\Projects\P_Android_save\flutter project\aggar\lib\features\messages\views\messages_status\presentation\widgets\widgets\chat_person.dart                                                      | Dart       |         75 |          0 |          3 |         78 |
| e:\Projects\P_Android_save\flutter project\aggar\lib\features\messages\views\messages_status\presentation\widgets\widgets\message_app_bar_with_tab_bar.dart                                     | Dart       |         49 |          0 |          3 |         52 |
| e:\Projects\P_Android_save\flutter project\aggar\lib\features\messages\views\messages_status\presentation\widgets\widgets\name_and_message_chat_view.dart                                       | Dart       |         40 |          0 |          3 |         43 |
| e:\Projects\P_Android_save\flutter project\aggar\lib\features\messages\views\messages_status\presentation\widgets\widgets\time_and_number_of_msg_chat_view.dart                                 | Dart       |         42 |          0 |          2 |         44 |
| e:\Projects\P_Android_save\flutter project\aggar\lib\features\messages\views\personal_chat\presentation\model\message.dart                                                                      | Dart       |          5 |          0 |          1 |          6 |
| e:\Projects\P_Android_save\flutter project\aggar\lib\features\messages\views\personal_chat\presentation\views\personal_chat_view.dart                                                           | Dart       |         44 |          0 |          3 |         47 |
| e:\Projects\P_Android_save\flutter project\aggar\lib\features\messages\views\personal_chat\presentation\widgets\app_bar_personal_chat.dart                                                      | Dart       |         35 |          0 |          4 |         39 |
| e:\Projects\P_Android_save\flutter project\aggar\lib\features\messages\views\personal_chat\presentation\widgets\app_bar_personal_message_section.dart                                           | Dart       |         35 |          0 |          4 |         39 |
| e:\Projects\P_Android_save\flutter project\aggar\lib\features\messages\views\personal_chat\presentation\widgets\chat_bubble_for_friend.dart                                                     | Dart       |         37 |          0 |          2 |         39 |
| e:\Projects\P_Android_save\flutter project\aggar\lib\features\messages\views\personal_chat\presentation\widgets\chat_bubble_for_user.dart                                                       | Dart       |         37 |          0 |          2 |         39 |
| e:\Projects\P_Android_save\flutter project\aggar\lib\features\messages\views\personal_chat\presentation\widgets\image_and_name_person_message.dart                                              | Dart       |         31 |          0 |          4 |         35 |
| e:\Projects\P_Android_save\flutter project\aggar\lib\features\messages\views\personal_chat\presentation\widgets\message_text_field_with_attachment_button.dart                                  | Dart       |         35 |          0 |          3 |         38 |
| e:\Projects\P_Android_save\flutter project\aggar\lib\features\messages\views\personal_chat\presentation\widgets\send_message_button.dart                                                        | Dart       |         27 |          0 |          3 |         30 |
| e:\Projects\P_Android_save\flutter project\aggar\lib\features\messages\views\personal_chat\presentation\widgets\send_messages_with_attach_section.dart                                          | Dart       |         15 |          0 |          3 |         18 |
| e:\Projects\P_Android_save\flutter project\aggar\lib\features\messages\views\personal_chat\presentation\widgets\type_message_text_field_with_send_button.dart                                   | Dart       |         22 |          0 |          3 |         25 |
| e:\Projects\P_Android_save\flutter project\aggar\lib\features\onboarding\presentation\views\onboarding_view.dart                                                                                | Dart       |         83 |          0 |          4 |         87 |
| e:\Projects\P_Android_save\flutter project\aggar\lib\features\onboarding\presentation\views\page_view_1.dart                                                                                    | Dart       |         52 |          2 |          3 |         57 |
| e:\Projects\P_Android_save\flutter project\aggar\lib\features\onboarding\presentation\views\page_view_2.dart                                                                                    | Dart       |         52 |          2 |          3 |         57 |
| e:\Projects\P_Android_save\flutter project\aggar\lib\features\onboarding\presentation\views\page_view_3.dart                                                                                    | Dart       |         52 |          2 |          3 |         57 |
| e:\Projects\P_Android_save\flutter project\aggar\lib\features\onboarding\presentation\widgets\next_and_back_button_widget.dart                                                                  | Dart       |         30 |          0 |          3 |         33 |
| e:\Projects\P_Android_save\flutter project\aggar\lib\features\onboarding\presentation\widgets\start_now_widget.dart                                                                             | Dart       |         46 |          0 |          4 |         50 |
| e:\Projects\P_Android_save\flutter project\aggar\lib\features\profile\data\car_model.dart                                                                                                       | Dart       |         14 |          0 |          2 |         16 |
| e:\Projects\P_Android_save\flutter project\aggar\lib\features\profile\data\profile_model.dart                                                                                                   | Dart       |         12 |          0 |          2 |         14 |
| e:\Projects\P_Android_save\flutter project\aggar\lib\features\profile\presentation\views\profile_screen.dart                                                                                    | Dart       |        173 |          0 |         12 |        185 |
| e:\Projects\P_Android_save\flutter project\aggar\lib\features\profile\presentation\views\temp.dart                                                                                              | Dart       |         86 |          0 |          5 |         91 |
| e:\Projects\P_Android_save\flutter project\aggar\lib\features\profile\presentation\widgets\car_item_widget.dart                                                                                 | Dart       |         96 |          0 |          4 |        100 |
| e:\Projects\P_Android_save\flutter project\aggar\lib\features\profile\presentation\widgets\custom_elevated_button.dart                                                                          | Dart       |         33 |          0 |          4 |         37 |
| e:\Projects\P_Android_save\flutter project\aggar\lib\features\profile\presentation\widgets\profile_widget.dart                                                                                  | Dart       |         24 |          0 |          4 |         28 |
| e:\Projects\P_Android_save\flutter project\aggar\lib\features\settings\presentation\views\settings_screen.dart                                                                                  | Dart       |         42 |          0 |          4 |         46 |
| e:\Projects\P_Android_save\flutter project\aggar\lib\features\settings\presentation\widgets\arrow_forward_icon_button.dart                                                                      | Dart       |         20 |          0 |          3 |         23 |
| e:\Projects\P_Android_save\flutter project\aggar\lib\features\settings\presentation\widgets\custom_card_settings_page.dart                                                                      | Dart       |         53 |          0 |          3 |         56 |
| e:\Projects\P_Android_save\flutter project\aggar\lib\features\settings\presentation\widgets\image_with_name_and_email_section.dart                                                              | Dart       |         28 |          0 |          3 |         31 |
| e:\Projects\P_Android_save\flutter project\aggar\lib\features\settings\presentation\widgets\name_and_email_section.dart                                                                         | Dart       |         31 |          0 |          3 |         34 |
| e:\Projects\P_Android_save\flutter project\aggar\lib\features\settings\presentation\widgets\payment_card.dart                                                                                   | Dart       |         42 |          0 |          3 |         45 |
| e:\Projects\P_Android_save\flutter project\aggar\lib\features\settings\presentation\widgets\rent_history_card.dart                                                                              | Dart       |         42 |          0 |          3 |         45 |
| e:\Projects\P_Android_save\flutter project\aggar\lib\features\vehicles_details\presentation\views\about_tab_bar\views\about_tab_bar_view.dart                                                   | Dart       |         12 |          0 |          3 |         15 |
| e:\Projects\P_Android_save\flutter project\aggar\lib\features\vehicles_details\presentation\views\about_tab_bar\widgets\location_section.dart                                                   | Dart       |         98 |          1 |          3 |        102 |
| e:\Projects\P_Android_save\flutter project\aggar\lib\features\vehicles_details\presentation\views\about_tab_bar\widgets\owner_image_section.dart                                                | Dart       |         33 |          0 |          3 |         36 |
| e:\Projects\P_Android_save\flutter project\aggar\lib\features\vehicles_details\presentation\views\about_tab_bar\widgets\owner_name_section.dart                                                 | Dart       |         34 |          2 |          3 |         39 |
| e:\Projects\P_Android_save\flutter project\aggar\lib\features\vehicles_details\presentation\views\about_tab_bar\widgets\rent_partner_section.dart                                               | Dart       |         44 |          1 |          3 |         48 |
| e:\Projects\P_Android_save\flutter project\aggar\lib\features\vehicles_details\presentation\views\properities_tab_bar\views\properities_tab_bar_view.dart                                       | Dart       |         44 |          1 |          5 |         50 |
| e:\Projects\P_Android_save\flutter project\aggar\lib\features\vehicles_details\presentation\views\properities_tab_bar\widgets\addetinal_technical_information.dart                              | Dart       |         56 |          0 |          3 |         59 |
| e:\Projects\P_Android_save\flutter project\aggar\lib\features\vehicles_details\presentation\views\properities_tab_bar\widgets\custom_circular_percent_indecitor.dart                            | Dart       |         41 |          1 |          4 |         46 |
| e:\Projects\P_Android_save\flutter project\aggar\lib\features\vehicles_details\presentation\views\properities_tab_bar\widgets\custom_gallary_image.dart                                         | Dart       |         23 |          0 |          3 |         26 |
| e:\Projects\P_Android_save\flutter project\aggar\lib\features\vehicles_details\presentation\views\properities_tab_bar\widgets\custom_indicator.dart                                             | Dart       |         36 |          0 |          2 |         38 |
| e:\Projects\P_Android_save\flutter project\aggar\lib\features\vehicles_details\presentation\views\properities_tab_bar\widgets\custom_indicator_with_text.dart                                   | Dart       |         39 |          0 |          3 |         42 |
| e:\Projects\P_Android_save\flutter project\aggar\lib\features\vehicles_details\presentation\views\properities_tab_bar\widgets\custom_text_and_icon_section_addetinal_technical_information.dart | Dart       |         43 |          0 |          2 |         45 |
| e:\Projects\P_Android_save\flutter project\aggar\lib\features\vehicles_details\presentation\views\properities_tab_bar\widgets\indicator_information.dart                                        | Dart       |         35 |          0 |          2 |         37 |
| e:\Projects\P_Android_save\flutter project\aggar\lib\features\vehicles_details\presentation\views\properities_tab_bar\widgets\indicator_section.dart                                            | Dart       |         43 |          0 |          3 |         46 |
| e:\Projects\P_Android_save\flutter project\aggar\lib\features\vehicles_details\presentation\views\properities_tab_bar\widgets\technical_information_section.dart                                | Dart       |         25 |          1 |          3 |         29 |
| e:\Projects\P_Android_save\flutter project\aggar\lib\features\vehicles_details\presentation\views\review_tab_bar\views\review_tab_bar_view.dart                                                 | Dart       |         33 |          0 |          3 |         36 |
| e:\Projects\P_Android_save\flutter project\aggar\lib\features\vehicles_details\presentation\views\review_tab_bar\widgets\amount_rating_level.dart                                               | Dart       |         12 |          0 |          3 |         15 |
| e:\Projects\P_Android_save\flutter project\aggar\lib\features\vehicles_details\presentation\views\review_tab_bar\widgets\name_and_rate_section.dart                                             | Dart       |         47 |          0 |          3 |         50 |
| e:\Projects\P_Android_save\flutter project\aggar\lib\features\vehicles_details\presentation\views\review_tab_bar\widgets\name_section.dart                                                      | Dart       |         44 |          0 |          2 |         46 |
| e:\Projects\P_Android_save\flutter project\aggar\lib\features\vehicles_details\presentation\views\review_tab_bar\widgets\rating_and_reviews_section.dart                                        | Dart       |         23 |          1 |          4 |         28 |
| e:\Projects\P_Android_save\flutter project\aggar\lib\features\vehicles_details\presentation\views\review_tab_bar\widgets\rating_four_stars.dart                                                 | Dart       |         39 |          0 |          4 |         43 |
| e:\Projects\P_Android_save\flutter project\aggar\lib\features\vehicles_details\presentation\views\review_tab_bar\widgets\rating_graph_section.dart                                              | Dart       |         34 |          0 |          4 |         38 |
